RequestId,Company Name,Security Name,Asset Class,Inception Date,Return Since Inception
2261,CrossAmerica Partners LP Common Units representing limited partner interests,CrossAmerica Partners LP Common Units representing limited partner interests,International Equity,2010-09-24,0.22479918646734687
2262,Uranium Energy Corp. Common Stock,Uranium Energy Corp. Common Stock,,2012-11-20,0.1380100906175637
2263,First Trust South Korea AlphaDEX Fund,First Trust South Korea AlphaDEX Fund,ETF,2006-12-28,0.16894027448541118
2264,Graphic Packaging Holding Company,Graphic Packaging Holding Company,International Equity,2001-07-21,-0.16859404245953719
2265,Schwab U.S. Broad Market ETF,Schwab U.S. Broad Market ETF,ETF,2004-12-30,
2266,Guggenheim Raymond James SB,Guggenheim Raymond James SB-1 Equity Fund,ETF,2003-07-25,-0.3178121995891743
2267,"Five Star Quality Care, Inc. Common Stock ","Five Star Quality Care, Inc. Common Stock - $0.01 par value",International Equity,2006-07-21,-0.1657010367914924
2268,"Reinsurance Group of America, Incorporated 6.20% Fixed","Reinsurance Group of America, Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042",International Equity,2009-07-19,
2269,PetroChina Company Limited Common Stock,PetroChina Company Limited Common Stock,International Equity,2018-11-22,-0.043562948578583074
2270,"Asia Tigers Fund, Inc. (The) Common Stock","Asia Tigers Fund, Inc. (The) Common Stock",Domestic Equity,,0.029838328066375826
2271,"MS Income Securities, Inc. Common Stock","MS Income Securities, Inc. Common Stock",Domestic Equity,,
2272,New Home Company Inc. (The) Common Stock,New Home Company Inc. (The) Common Stock,Domestic Equity,2005-06-04,0.027360081831706778
2273,,"Bacterin International Holdings, Inc. Common Stock",International Equity,2019-07-03,0.14630703796889194
2274,,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,Domestic Equity,2010-03-06,0.05163207700203017
2275,Pacific Coast Oil Trust Units of Beneficial Interest,Pacific Coast Oil Trust Units of Beneficial Interest,International Equity,2000-03-15,-0.4050239054851371
2276,ProShares Ultra Industrials,ProShares Ultra Industrials,ETF,2018-11-21,-0.15994059696727272
2277,Global X FTSE Portugal 20 ETF,Global X FTSE Portugal 20 ETF,ETF,2018-11-08,-0.14524451323304702
2278,iShares Global Inflation Linked Bond ETF,iShares Global Inflation Linked Bond ETF,ETF,2015-01-18,
2279,Market Vectors Coal ETF,Market Vectors Coal ETF,ETF,2006-02-15,
2280,,"Taseko Mines, Ltd. Common Stock",Domestic Equity,,-0.24753840188460755
2281,,"India Fund, Inc. (The) Common Stock",Domestic Equity,2019-05-10,-0.07687254951549188
2282,SPDR Series Trust SPDR Homebuilders ETF,SPDR Series Trust SPDR Homebuilders ETF,ETF,,0.1535627705393595
2283,Ingram Micro Inc. Common Stock,Ingram Micro Inc. Common Stock,Domestic Equity,2020-05-13,-0.2012878835556155
2284,"Cedar Fair, L.P. Common Stock","Cedar Fair, L.P. Common Stock",Domestic Equity,2009-04-06,-0.042747493088953904
2285,Packaging Corporation of America Common Stock,Packaging Corporation of America Common Stock,Domestic Equity,2002-07-23,0.0613589180378312
2286,Guggenheim S&P 500 Equal Weight ETF,Guggenheim S&P 500 Equal Weight ETF,ETF,2009-08-28,-0.04420027207786419
2287,"Helmerich & Payne, Inc. Common Stock","Helmerich & Payne, Inc. Common Stock",International Equity,2010-05-30,-0.026673397346873746
2288,"Nuveen New York Municipal Value Fund, Inc. Common Stock","Nuveen New York Municipal Value Fund, Inc. Common Stock",International Equity,2017-09-03,-0.23610908765824049
2289,Oracle Corporation Common Stock,Oracle Corporation Common Stock,Domestic Equity,2007-01-08,0.00622035672207771
2290,QuantShares U.S. Market Neutral Momentum Fund ETF,QuantShares U.S. Market Neutral Momentum Fund ETF,ETF,2004-04-13,-0.3715425716610688
2291,"Barnes Group, Inc. Common Stock","Barnes Group, Inc. Common Stock",Domestic Equity,2020-01-19,-0.0729332024332274
2292,Health Net Inc. Common Stock,Health Net Inc. Common Stock,Domestic Equity,2007-07-14,-0.429790131428634
2293,CorMedix Inc Common Stock,CorMedix Inc Common Stock,Domestic Equity,2013-09-03,0.2466534547078052
2294,ProShares Ultra MSCI Pacific ex,ProShares Ultra MSCI Pacific ex-Japan,ETF,2013-10-23,0.14705753104530664
2295,"PPG Industries, Inc. Common Stock","PPG Industries, Inc. Common Stock",Domestic Equity,2019-09-14,0.3333090441856783
2296,MGT Capital Investments Inc Common Stock,MGT Capital Investments Inc Common Stock,International Equity,2000-04-03,0.3195567965384197
2297,ProShares UltraShort Gold,ProShares UltraShort Gold,ETF,2020-03-25,-0.8348281043801397
2298,"Granite Real Estate Inc. Stapled Units, each consisting of one unit of Granite Real Estate Trust and one common share of Granite REIT Inc.","Granite Real Estate Inc. Stapled Units, each consisting of one unit of Granite Real Estate Trust and one common share of Granite REIT Inc.",Domestic Equity,2013-01-18,0.1881182911570271
2299,,Pioneer Natural Resources Company Common Stock,International Equity,2023-03-14,0.019802668429638366
2300,International Shipholding Corporation Cumulative Redeemable Perpetual Preferred Series A,International Shipholding Corporation Cumulative Redeemable Perpetual Preferred Series A,International Equity,2005-03-14,0.15225284931324817
2301,Coty Inc. Class A Common Stock,Coty Inc. Class A Common Stock,International Equity,2021-11-08,0.10956353371632141
2302,Wipro Limited Common Stock,Wipro Limited Common Stock,International Equity,,
2303,Diversified Real Asset Income Fund Common Shares of Beneficial Interest,Diversified Real Asset Income Fund Common Shares of Beneficial Interest,,2000-03-30,
2304,AFLAC Incorporated Common Stock,AFLAC Incorporated Common Stock,Domestic Equity,,0.31542945834026637
2305,"Navidea Biopharmaceuticals, Inc. Common Stock","Navidea Biopharmaceuticals, Inc. Common Stock",International Equity,2003-04-30,0.3258913591870487
2306,Deutsche X,Deutsche X-Trackers Harvest CSI 300 China A-Shares ETF,ETF,2010-09-24,-0.0065649380758633375
2307,Coupons.com Incorporated Common Stock,Coupons.com Incorporated Common Stock,International Equity,2012-03-14,0.06356563863880882
2308,RenaissanceRe Holdings Ltd. Common Stock,RenaissanceRe Holdings Ltd. Common Stock,Domestic Equity,2010-12-27,-0.006717674014701862
2309,,"ProLogis, Inc. Common Stock",International Equity,,0.21416263947813063
2310,iShares MSCI Belgium Capped Investable Market Index Fund,iShares MSCI Belgium Capped Investable Market Index Fund,ETF,2022-11-09,0.004752697773513207
2311,"Tianyin Pharmaceutical Co., Inc. Common Stock","Tianyin Pharmaceutical Co., Inc. Common Stock",Domestic Equity,2011-10-24,-0.15077841871008826
2312,ProShares UltraShort FTSE Europe ETF,ProShares UltraShort FTSE Europe ETF,ETF,2020-07-29,0.33849171021823476
2313,Atlatsa Resources Corporation,Atlatsa Resources Corporation,Domestic Equity,2003-07-03,-0.044622668472558594
2314,iShares International Developed Property ETF,iShares International Developed Property ETF,ETF,2014-06-10,0.16909253609672498
2315,Renesola Ltd. Common Shares of Beneficial Interest,Renesola Ltd. Common Shares of Beneficial Interest,International Equity,2022-04-26,-0.06258306455410304
2316,,Nuveen Texas Quality Income Municipal Fund Munifund Term Pfd Shs Ser 2013,International Equity,2019-03-29,0.10295234479516564
2317,Pacific Gas & Electric Co. 5% 1st A Preferred Stock,Pacific Gas & Electric Co. 5% 1st A Preferred Stock,International Equity,2013-11-27,0.021517661832514547
2318,First Trust ISE Chindia,First Trust ISE Chindia,ETF,2000-12-19,-0.1716350717999672
2319,,Guggenheim Enhanced Equity Strategy Fund,Domestic Equity,2009-12-07,0.24269200279549413
2320,iStar Financial Inc. Preferred Series I,iStar Financial Inc. Preferred Series I,International Equity,2017-08-15,-0.2762692895039593
2321,"ONEOK Partners, L.P. Common Stock","ONEOK Partners, L.P. Common Stock",International Equity,2002-05-20,-0.10305242501483318
2322,,PHH Corp Common Stock,,2022-03-14,0.3290553572527256
2323,,Resource Capital Corp. Pfd Ser B,Domestic Equity,2022-06-01,0.33931136927478084
2324,,Synthetic Fixed-Income Securities Inc 7.00% Fixed Rate Structured Repackaged Asset-Backed Trust Securities (STRATS),International Equity,2013-01-29,
2325,First Potomac Realty Trust CUMULATIVE REDEEMABLE PFD PERPETUAL SER A,First Potomac Realty Trust CUMULATIVE REDEEMABLE PFD PERPETUAL SER A,International Equity,2015-04-07,0.1856081904398788
2326,,"Neuralstem, Inc. Common Stock",Domestic Equity,2008-02-10,
2327,Royal Caribbean Cruises Ltd. Common Stock,Royal Caribbean Cruises Ltd. Common Stock,Domestic Equity,2016-06-25,0.04040496795281569
2328,Direxion Emerging Markets Bull 3X Shares,Direxion Emerging Markets Bull 3X Shares,ETF,2010-05-22,0.2480093538279668
2329,United States Oil Fund,United States Oil Fund,ETF,2018-04-01,0.11160280972307055
2330,RBS Capital Funding Trust VI,RBS Capital Funding Trust VI,International Equity,2000-01-01,0.062111810544393777
2331,iShares S&P 500 Growth ETF,iShares S&P 500 Growth ETF,ETF,2000-03-29,0.3441522265399061
2332,iShares iBonds Dec 2018 Corporate Term ETF,iShares iBonds Dec 2018 Corporate Term ETF,ETF,,-0.3275762098008101
2333,"Prudential Financial, Inc. Common Stock","Prudential Financial, Inc. Common Stock",International Equity,2020-12-20,0.10714254993417889
2334,Tredegar Corporation Common Stock,Tredegar Corporation Common Stock,Domestic Equity,2001-08-20,0.07308545209012154
2335,New York Times Company (The) Common Stock,New York Times Company (The) Common Stock,Domestic Equity,2000-02-26,
2336,MainStay DefinedTerm Municipal Opportunities Fund Common Shares of Beneficial Interest,MainStay DefinedTerm Municipal Opportunities Fund Common Shares of Beneficial Interest,Domestic Equity,2017-01-27,
2337,BorgWarner Inc. Common Stock,BorgWarner Inc. Common Stock,International Equity,2000-06-24,-0.16989573463380164
2338,"D.R. Horton, Inc. Common Stock","D.R. Horton, Inc. Common Stock",Domestic Equity,2022-06-22,
2339,"Western Refining Logistics, LP Common Units representing limited partner interests","Western Refining Logistics, LP Common Units representing limited partner interests",International Equity,2016-08-20,-0.27238903696651207
2340,KKR Financial Holdings LLC 7.50% Senior Notes due 2042,KKR Financial Holdings LLC 7.50% Senior Notes due 2042,International Equity,2019-04-11,-0.22485033975800248
2341,,JP Morgan Chase & Co. Common Stock,Domestic Equity,2021-01-02,-0.01887499627537072
2342,JP Energy Partners LP Common units representing limited partner interests,JP Energy Partners LP Common units representing limited partner interests,Domestic Equity,2006-01-28,
2343,Reliance Steel & Aluminum Co. Common Stock,Reliance Steel & Aluminum Co. Common Stock,Domestic Equity,2008-09-14,0.1515625835050337
2344,,Radioshack Corporation Common Stock,International Equity,2011-03-30,0.04975394340326363
2345,"Nuveen Premium Income Municipal Fund IV, Inc. Common Stock","Nuveen Premium Income Municipal Fund IV, Inc. Common Stock",International Equity,2017-12-14,0.12739623280478557
2346,Banco De Chile Banco De Chile ADS,Banco De Chile Banco De Chile ADS,International Equity,2006-08-01,-0.24266966843080578
2347,Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg,Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg,Domestic Equity,,-0.011037004775575406
2348,,"Chico's FAS, Inc. Common Stock",Domestic Equity,2016-05-10,-0.06792297573918243
2349,Salesforce.com Inc Common Stock,Salesforce.com Inc Common Stock,Domestic Equity,2018-03-23,
2350,SPDR MS Technology,SPDR MS Technology,ETF,2019-04-25,0.19954288200550366
2351,"Williams Companies, Inc. (The) Common Stock","Williams Companies, Inc. (The) Common Stock",International Equity,2021-07-16,-0.06966933797028142
2352,Western Asset High Yield Defined Opportunity Fund Inc. Common Stock,Western Asset High Yield Defined Opportunity Fund Inc. Common Stock,International Equity,2013-06-18,-0.2545901835368997
2353,Accuride Corporation Common Stock,Accuride Corporation Common Stock,Domestic Equity,2004-12-24,-0.11375091423769687
2354,,"On Deck Capital, Inc. Common Stock",Domestic Equity,2016-11-10,-0.10026355247245602
2355,iShares U.S. Aerospace & Defense ETF,iShares U.S. Aerospace & Defense ETF,ETF,2021-10-20,-0.13557691913148817
2356,"Eaton Vance Municipal Bond Fund II Common Shares of Beneficial Interest, $.01 Par Value","Eaton Vance Municipal Bond Fund II Common Shares of Beneficial Interest, $.01 Par Value",Domestic Equity,2015-01-10,-0.13892226325573953
2357,Equity Commonwealth 6.50% Pfd Conv Shs Ser D,Equity Commonwealth 6.50% Pfd Conv Shs Ser D,,,
2358,iShares CMBS Bond ETF,iShares CMBS Bond ETF,ETF,2004-10-19,0.08251263507033553
2359,,UnitedHealth Group Incorporated Common Stock,Domestic Equity,2004-04-06,-0.07244630319803996
2360,"Halyard Health, Inc. Common Stock","Halyard Health, Inc. Common Stock",International Equity,2012-12-10,-0.34874416603561675
2361,"Iteris, Inc. Common Stock","Iteris, Inc. Common Stock",International Equity,2021-10-31,-0.13886785335688417
2362,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perpetual Preferred Series G (Marshall Islands),Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perpetual Preferred Series G (Marshall Islands),International Equity,2015-01-24,-0.022244763961761404
2363,"Merrill Lynch & Co., Inc. Preferred Stock","Merrill Lynch & Co., Inc. Preferred Stock",Domestic Equity,2010-09-23,0.16142977721222013
2364,JMP Group LLC Common Shares,JMP Group LLC Common Shares,International Equity,2004-08-15,0.2907159099374957
2365,PowerShares Zacks Micro Cap,PowerShares Zacks Micro Cap,ETF,2017-12-15,0.1330657183822382
2366,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest,Domestic Equity,,-0.3268276793221622
2367,Sprague Resources LP Common Units representing Limited Partner Interests,Sprague Resources LP Common Units representing Limited Partner Interests,Domestic Equity,2001-04-23,
2368,Nuveen Select Tax Free Income Portfolio II Common Stock,Nuveen Select Tax Free Income Portfolio II Common Stock,,2007-07-24,0.06142922951717002
2369,"Merrill Lynch & Co., Inc. Merrill Lynch Capital Trust III 7.375% Trust Preferred Securities","Merrill Lynch & Co., Inc. Merrill Lynch Capital Trust III 7.375% Trust Preferred Securities",Domestic Equity,2008-12-23,-0.2689695448639398
2370,Brookfield Asset Management Inc. Common Stock,Brookfield Asset Management Inc. Common Stock,Domestic Equity,2012-04-17,0.10120749763349468
2371,Monmouth Real Estate Investment Corporation 7.625% Series A Cumulative Redeemable Preferred Stock,Monmouth Real Estate Investment Corporation 7.625% Series A Cumulative Redeemable Preferred Stock,,2005-10-23,-0.4783995838228038
2372,Reed Elsevier NV PLC New ADS,Reed Elsevier NV PLC New ADS,International Equity,2000-10-23,0.011958428708364366
2373,"Entergy Arkansas, Inc. First Mortgage Bonds, 5.75% Series Due November 1, 2040","Entergy Arkansas, Inc. First Mortgage Bonds, 5.75% Series Due November 1, 2040",International Equity,2003-03-16,
2374,IQ Real Return ETF,IQ Real Return ETF,ETF,2007-12-23,-0.1850473345460933
2375,CYS Investments Inc Cumulative Redeemable Preferred Series A,CYS Investments Inc Cumulative Redeemable Preferred Series A,International Equity,2019-01-06,0.3663462523204087
2376,,Sesa Sterlite Limited  American Depositary Shares (Each representing four equity shares),International Equity,2008-02-05,
2377,Ladder Capital Corp Class A Common Stock,Ladder Capital Corp Class A Common Stock,,2008-10-17,0.2527103204156555
2378,"Health Care REIT, Inc. PFD PERPETUAL CONV SER I","Health Care REIT, Inc. PFD PERPETUAL CONV SER I",International Equity,2022-06-13,0.2236326248611779
2379,inTest Corporation Common Stock,inTest Corporation Common Stock,Domestic Equity,,-0.484193547589664
2380,Hecla Mining Company Common Stock,Hecla Mining Company Common Stock,,2007-09-23,0.05568395803399027
2381,"Prudential Financial, Inc. 5.70% Junior Subordinated Notes due 2053","Prudential Financial, Inc. 5.70% Junior Subordinated Notes due 2053",,2022-11-15,
2382,Medley Capital Corporation 6.125% Senior Notes due 2023,Medley Capital Corporation 6.125% Senior Notes due 2023,Domestic Equity,2000-06-14,0.28379007054669286
2383,Core Molding Technologies Inc Common Stock,Core Molding Technologies Inc Common Stock,International Equity,2001-08-31,
2384,"Armco Metals Holdings, Inc. Common Stock","Armco Metals Holdings, Inc. Common Stock",International Equity,2003-05-22,-0.21585353235557236
2385,Global X Southeast Asia ETF,Global X Southeast Asia ETF,ETF,2019-03-02,-0.05345484333744447
2386,"IGI, Laboratories Inc. Common Stock","IGI, Laboratories Inc. Common Stock",,,0.05476495965042464
